"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.288699542E0,-2.261993913E-1,4.004758000E-3,-1.494957717E-1,2.711663484E-1
2.298754542E0,-2.495598949E-1,6.845920086E-3,-1.716333210E-1,3.029604012E-1
2.308809542E0,-2.347404192E-1,4.280161858E-3,-2.347715557E-1,3.320226913E-1
2.318863542E0,-1.390466420E-1,-5.663437665E-2,-2.456310046E-1,2.878819405E-1
2.328918542E0,-5.037639409E-2,-8.000394344E-2,-2.212551320E-1,2.406080744E-1
2.338973542E0,-7.161377370E-4,-8.046528876E-2,-2.181713104E-1,2.325379458E-1
2.349028542E0,6.242940590E-2,-5.367802441E-2,-2.203663552E-1,2.352447481E-1
2.359083542E0,8.688290030E-2,-1.232710004E-2,-2.190425456E-1,2.359665920E-1
2.369138542E0,1.164138244E-1,1.885259271E-2,-1.393987997E-1,1.825914131E-1
2.379193542E0,1.228346519E-1,3.707836390E-2,-1.563989854E-1,2.022963159E-1
2.389248542E0,1.939155981E-1,-1.234698057E-2,-9.356948376E-2,2.156639873E-1
2.399303542E0,1.911508884E-1,2.092952371E-2,-1.291837140E-1,2.316573742E-1
2.409358542E0,1.518058513E-1,5.517432690E-2,-6.821245749E-2,1.753344296E-1
2.419412542E0,1.097795735E-1,3.611298859E-2,-1.081151088E-2,1.160714930E-1
2.429467542E0,1.117236266E-1,1.330943227E-2,1.072157156E-1,1.554172429E-1
2.439522542E0,5.799882442E-2,4.302673638E-2,9.905300260E-2,1.225832819E-1
2.449577542E0,9.494854957E-3,8.066760242E-2,1.237095507E-1,1.479914433E-1
2.459632542E0,-5.982140154E-3,5.416626692E-2,1.465230199E-1,1.563290307E-1
2.469687542E0,-3.788498729E-2,8.385491967E-2,1.476000953E-1,1.739330559E-1
2.479742542E0,-9.095314711E-2,4.126964808E-2,8.282931805E-2,1.297549797E-1
2.489797542E0,-7.841028482E-2,-8.686389685E-2,8.825205325E-2,1.465671663E-1
2.499852542E0,-1.448941500E-1,-8.134880304E-2,3.095981916E-2,1.690279648E-1
2.509907542E0,-2.080317999E-1,-1.936071575E-2,3.500161562E-3,2.089600877E-1
2.519961542E0,-2.128271015E-1,-1.021450102E-2,-4.667947372E-2,2.181253869E-1
2.530016542E0,-2.739976019E-1,-2.146512866E-2,-5.215014696E-2,2.797410864E-1
2.540071542E0,-2.618181440E-1,-6.277512252E-2,-1.186867833E-2,2.695001337E-1
2.550126542E0,-1.854435673E-1,-1.309483945E-1,-2.622242332E-2,2.285266159E-1
2.560181542E0,-1.410206620E-1,-1.078863913E-1,-6.352881035E-2,1.885794535E-1
2.570236542E0,-8.027218446E-2,-4.555975020E-2,-4.237826189E-2,1.015639282E-1
2.580291542E0,-6.343936622E-3,5.765939355E-2,-4.346937060E-2,7.248749807E-2
2.590346542E0,3.870988324E-2,1.240556967E-1,-5.048604766E-2,1.394170433E-1
2.600401542E0,3.572385639E-2,8.622947395E-2,-9.965175748E-2,1.365364012E-1
2.610456542E0,9.716786027E-2,8.252175450E-2,-1.002844262E-1,1.621986411E-1
2.620511542E0,1.902442776E-1,8.028811812E-2,-1.722133831E-1,2.688801153E-1
2.630565542E0,1.703223753E-1,3.669478655E-2,-2.065014374E-1,2.701833869E-1
2.640620542E0,1.510315338E-1,-3.307828367E-2,-1.505845141E-1,2.158249127E-1
2.650675542E0,1.148762991E-1,-3.960377634E-2,-1.398221107E-1,1.852437471E-1
2.660730542E0,9.642891839E-2,-1.209262669E-2,-1.027975778E-1,1.414641648E-1
2.670785542E0,1.085374787E-1,1.483906388E-2,-1.029016399E-1,1.502974704E-1
2.680840542E0,1.519159251E-1,7.064839840E-2,-4.424938917E-2,1.732848896E-1
2.690895542E0,1.883604509E-1,2.010752213E-1,-7.165178061E-2,2.846838277E-1
2.700950542E0,1.987376507E-1,1.569100320E-2,-1.003054579E-1,2.231682017E-1
2.711005542E0,3.080235730E-1,-2.617482698E-1,-1.193662480E-1,4.214723946E-1
2.721060542E0,2.238262989E-1,-1.726057130E-1,-1.090856369E-1,3.029696691E-1
2.731114542E0,9.982980520E-2,-1.310127139E-1,-1.555382752E-1,2.265446452E-1
2.741169542E0,5.484571338E-2,-1.021023256E-1,-1.918939233E-1,2.241789797E-1
2.751224542E0,-7.839946747E-3,-2.790992975E-2,-2.192647398E-1,2.211729076E-1
2.761279542E0,1.020382985E-2,2.411976457E-2,-2.251154820E-1,2.266337606E-1
2.771334542E0,4.724404067E-2,6.467956066E-2,-1.621572868E-1,1.808602516E-1
2.781389542E0,1.193144819E-1,5.863587856E-2,-9.715616584E-2,1.646615693E-1
2.791444542E0,1.787479207E-1,1.076694596E-1,-6.477545500E-2,2.184934581E-1
2.801499542E0,1.518220773E-1,1.848948061E-1,-2.098214865E-2,2.401588705E-1
2.811554542E0,5.296364084E-2,2.065634179E-1,1.479815165E-2,2.137582236E-1
2.821609542E0,-8.632975370E-2,1.891445625E-1,1.127308095E-1,2.365094655E-1
2.831663542E0,-1.857546392E-1,1.759076357E-1,1.361758053E-1,2.898139614E-1
2.841718542E0,-2.679328698E-1,1.302537453E-1,2.398422611E-1,3.824635552E-1
2.851773542E0,-3.326220784E-1,7.214411616E-2,3.597791791E-1,4.952608184E-1
