"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.818498000E0,6.122477715E-1,-4.334229599E0,-4.707137239E-1,4.402495311E0
2.828487000E0,-1.910430657E0,2.883231048E0,-1.622579539E0,3.820409786E0
2.838477000E0,1.083646935E0,-1.534578359E0,-5.037785590E-1,1.944997238E0
2.848466000E0,-1.034964333E0,-1.112536566E0,-2.843813213E0,3.224308046E0
2.858456000E0,3.997811508E-1,2.323958612E0,-5.631213659E-1,2.424399775E0
2.868445000E0,5.143965179E-1,-4.000957603E0,-2.056077490E0,4.527661666E0
2.878435000E0,-8.049573813E-1,5.471603383E0,-1.077780424E0,5.634537302E0
2.888424000E0,2.722051379E-1,-2.077325102E0,-6.214917809E-1,2.185320858E0
2.898414000E0,-2.454239547E0,2.494515753E0,-2.151609299E0,4.107958516E0
2.908403000E0,9.390948473E-1,-1.368451946E0,-6.445052522E-1,1.780434464E0
2.918393000E0,-5.186902745E-1,9.818781933E-1,-1.974557363E0,2.265392056E0
2.928382000E0,5.673687834E-1,1.635627894E0,-3.560369611E-2,1.731604333E0
2.938372000E0,9.966239941E-1,-1.602794901E0,-9.718809164E-1,2.122913892E0
2.948361000E0,-3.836182773E-1,3.578689522E0,-6.601559097E-1,3.659233185E0
2.958351000E0,1.647674327E0,-1.612095482E0,4.217491400E-1,2.343406680E0
2.968340000E0,-2.174500564E-1,2.807321325E0,-6.830185229E-1,2.897387073E0
2.978330000E0,6.475861502E-1,4.686619359E-1,1.238941966E0,1.474445329E0
2.988319000E0,1.345385265E0,-2.784973267E-1,7.566846693E-1,1.568500545E0
2.998309000E0,1.824952550E-1,1.744859437E0,1.127289968E0,2.085334900E0
3.008298000E0,1.280130923E0,-1.944649440E0,1.313020341E0,2.672904608E0
3.018287000E0,8.621699745E-1,9.808581465E-1,-4.102581918E-2,1.306561474E0
3.028277000E0,-4.643768039E-1,-1.053154875E0,2.221801615E-1,1.172239323E0
3.038266000E0,-1.260719336E0,-7.381390554E-1,-7.312247229E-1,1.633692782E0
3.048256000E0,-1.334516899E0,7.921410155E-1,-2.671054888E-1,1.574727940E0
3.058245000E0,-1.758023858E-1,-1.034585288E0,1.957992786E-1,1.067525435E0
3.068235000E0,-2.060311751E-1,1.858407102E0,2.011266768E-1,1.880579098E0
3.078224000E0,-1.572580875E-1,-1.651218617E-1,7.863785845E-1,8.187714049E-1
3.088214000E0,-2.847477078E-1,4.304053581E-1,1.962360656E-1,5.521219275E-1
3.098203000E0,-6.199038233E-1,9.752313709E-1,4.444152868E-1,1.238088011E0
3.108193000E0,-8.760020748E-2,-5.189561766E-1,8.190376228E-1,9.735563349E-1
3.118182000E0,-9.926701069E-2,1.336502759E0,9.257364446E-1,1.628828269E0
3.128172000E0,-1.643332185E-1,-3.210559934E-1,1.733112965E0,1.770243742E0
3.138161000E0,4.812401739E-1,8.142247796E-2,4.840874755E-1,6.874317485E-1
